id,name,biz_url,street,city,postal_code,state_iso,country_iso,category_id,sub_category_id,description,payment_methods,franchise,updated,plan_id,hide_address,billing_period,is_chain_business,archived_at
164833,A Magic Touch Mobile Massage,https://amagictouchmobilemassage.com/,901 W. Olympic Blv.,Los Angeles,90015,CA,US,4,109,"The highly experienced staff of A Magic Touch Mobile Massage are an integral part of us being the Southwest’s premier mobile massage therapy and treatment services professionals. We schedule massage appointments 7 days a week from approximately 8am-9pm. Our massage therapists are skilled in the following therapeutic modalities: Swedish, deep tissue massage, couple’s, reflexology, trigger point, pregnancy, therapeutic, chair massage, and special event. All of our outcall staff are licensed, insured, and highly experienced in pampering clients to the fullest. We offer massage, chair massage, corporate chair massage, prenatal massage, and zero gravity massage. Please visit our Massage Services page to learn more about all of our relaxing, rehabilitating, fully personalized and pampered offerings.","{Visa,""Master Card"",""American Express"",Cash,Cheque}",f,f,23,t,1,f,26/11/19
164838,Ace Asphalt,http://www.aceasphalt.com/locations/arizona/tucson,4030 East Michigan,Tucson,85714,AZ,US,19,494,"Property managers, building owners, contractors and facility maintenance experts in Southern Arizona have relied on Ace Asphalt to maintain, repair, and build their parking lots and other paved surfaces for decades. Our vast experience in providing safe, durable pavements at a fair price have made us Tucson’s most reliable authority on asphalt paving and concrete. As a full service paving company, Ace Asphalt provides extensive asphalt maintenance solutions for parking lots and other pavements – from asphalt repair to overlays, sealing, and parking lot striping. See why customers in Yuma, Casa Grande, Sierra Vista and Tucson rely on Ace Asphalt for all their asphalt paving needs.",{},f,f,23,f,1,f,26/11/19
169314,Orozco's Auto Service,https://orozcosautoservice.com/,"3619 Atlantic Ave,",Long Beach,90807,CA,US,3,83,"Orozco's Auto Service is a full-service Long Beach auto repair shop for oil change, brake repair and more with four locations in Long Beach and Bellflower. Our Long Beach Blvd. shop was our first location. A few years later we outgrew that location and opened our second location on Atlantic Avenue. In 2013 we expanded again to Bellflower with Orozco’s Auto Service / Mac Radiator and later to open a Transmission Repair Shop. Now with so many capabilities and four shops, you can rest assured that your vehicle will get the best attention necessary in a costly and timely manner.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,26/11/19
170909,Apex Performance Wellness Rehab,http://apexpwr.com/,10831 SW Cascade Ave. Suite 103,Tigard,97223,OR,US,8,217,"Apex Performance Wellness Rehab located in Tigard, OR offers treatments for sports injuries or sports-related injuries, like sprained ankles, turf toe, muscle pulls and strains and knee-related issues. Give us a call and let our physical therapist help you!","{Visa,""American Express"",""Master Card""}",f,f,23,f,1,f,26/11/19
164843,Ace Asphalt,http://www.aceasphalt.com/locations/texas/dallas,"9800 Hillwood Parkway, Suite 140",Fort Worth,76177,TX,US,19,494,"As a full service paving contractor, Ace Asphalt offers a broad array of maintenance and repair services for parking lots and other pavements – from asphalt overlays to pothole repairs, sealing, and parking lot striping. At Ace, we seek first to understand your parking lot’s uses and maintenance needs in order to provide you with the right solution. And if you’re looking for new paving services, our team of professionals has the experience to not only assess your project plans, but accurately estimate and build your parking lot to spec. Since 1966, Ace Asphalt has been helping property managers, contractors, building owners, and facility managers with their asphalt maintenance, repair, and paving needs. We’re proud to serve Dallas, Fort Worth, Waco, Wichita Falls, Texarkana, and the rest of Northern Texas.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,26/11/19
164846,Brown Brothers Asphalt & Concrete,,"8200 S. Akron St., Suite 105",Centennial,80112,CO,US,19,494,"The three Brown Brothers – John, Paul, and Dennis – came up with their idea to provide asphalt and concrete services to Denver and the surrounding communities as they sat on Dennis’ porch one summer. Over the next 20 plus years, Brown Brothers has become one of the largest employers in the area, and the largest parking lot maintenance company in Colorado. We also built a stellar reputation. We recognize that the protection of our employees, property, the public, and the environment are essential to the efficient and successful completion of every project we undertake. Safety is more than a priority, it’s a consistent standard at Brown Brothers. Since our founding, we have operated with honesty, integrity and character. We always stand behind our work. Maybe that’s why commercial property managers, facility managers, and community association managers choose use for their asphalt and concrete needs.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,26/11/19
144399,Lake Ridge Dental,https://www.lakeridgevadentist.com/,"1990 Old Bridge Road, Suite 301",Lake Ridge,22192,VA,US,8,173,"Dr. Robert C. Dost & Associates at Lake Ridge Dental provides comprehensive family and cosmetic dentistry for patients in the Woodbridge, Virginia area. Dr. Robert C. Dost and Dr. Ofeliya Kara offer a wide range of quality treatments for patients with dental problems and those who need routine dental care. The team at Lake Ridge Dental also includes dental hygienists, dental assistants, and office staff who pride themselves on treating each patient with courtesy and providing a welcoming and caring environment. Patients in the Woodbridge area can come to Lake Ridge Dental for regular dental care, advanced care for specific dental problems, such as implants, and cosmetic services, including crowns and teeth whitening. Patients of all ages can also receive emergency dental care by appointment. The team at Lake Ridge Dental looks forward to providing Woodbridge patients with the care they need and helping them improve their smile and oral health.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,14/02/20
168265,Lienzo Charro Mexican Restaurant Bar & Grill,http://www.lienzocharro.com/,29000 Old Town Front ST,Temecula,92590,CA,US,15,425,"Lienzo Charro Mexican Restaurant Bar & Grill, Licensed and insured, family owned and operated company with over 24 years of experience specializing in Restaurant near me ,Mexican Restaurant, Mexican Cuisine, Catering, Full Bar, Banquet room.",{},f,f,23,f,1,f,30/10/19
162208,Prodigy Plumbing Inc,https://www.prodigyplumbinglbc.com/,20114 State Rd,Cerritos,90703,CA,US,9,251,"prodigy plumbing is licensed and insured, family owned and operated company with 8 years of experience specializing in Plumbing company, sewer, installations, hydro jetting, trench less sewer repair, drain cleaning, water heater, garbage disposals, toilet repairs.",{},f,f,23,f,1,f,30/10/19
163583,Skyline Timber & Excavation Inc,https://www.skylinetimberexcavation.com,p.o. box 41405,Eugene,97404,OR,US,9,1733,"Skyline Timber & Excavation is a full service excavation and logging company serving Lane County and surrounding area's. We specialize in preparing your land for whatever project you’ve envisioned – we can alter your site’s landscape for pools, driveways, roads and more! We are veteran owned and operated, built on honesty, commitment, quality work, and a fair price. Contact us today for your next project! Licensed, Bonded and Insured CCB# 220304","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,t,1,f,26/11/19
149404,Maine Bay & Berry Co.,https://www.mainebayandberry.com/,201 Elmwood Street,State College,16801,PA,US,17,630,"Exclusive provider of the freshest Maine sourced seafood and Maine made products in Centre County. Located year-round at 201 Elmwood Drive, State College within the lower level of The Barn in Lemont and on Shiloh Rd. in State College off I-99 exit 76 (April-December)","{Visa,""American Express"",""Master Card""}",f,f,23,f,1,f,03/01/19
128465,Paleo Brio Healthy Kitchen-Flagstaff,http://www.paleobrio.com,601 E Piccadilly Ste 35,Flagstaff,86001,AZ,US,15,383,"Catering to meat lovers, vegetarians, and vegans alike, Paleo Brio Healthy Kitchen Restaurant is Flagstaff's favorite for wholesome food. Sourcing ingredients from local and regional producers we know and trust, we've created a menu that puts you in charge. From picking your protein to picking your toppings, what goes into your burger, bowl, or salad is totally up to you. Living a gluten-free, vegetarian, or vegan lifestyle doesn't have to be boring. With Paleo Brio, eating well is creative, exciting, and, of course, absolutely delicious.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,t,12,f,11/12/19
108940,Power Dry Inc. of New England,https://www.powerdryinc.com,40 Hamilton Street,Saugus,1906,MA,US,9,622,"We have been handling flood removal for many major corporations in the New England Area for the past 25 years. We are available 24 hours a day, 7 days a week. Our approach to flood damage begins with the extraction of water with our high-powered flood extractors. Unlike other companies that are very anxious to tear the padding out from under your carpet, adding to the extra cost of replacement, we can save your carpet and padding, guaranteeing that they will be dry, clean, and sanitized, so that it looks like it did prior to the water damage or better. The versatility of The Power Dry-Force InterAir Drying System combined with TurboFence and Mini TurboVents, TurboDryers, and DryzAir or DryTec dehumidifiers, and expert Power-Dry technicians all combine to form a dynamic drying team. To ensure the prevention of odor and mold from growing inside cavities, a sanitizing anti-microbial is applied by a micro-misting process that covers all areas.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,12,f,11/12/19
166149,Stratford University,https://www.stratford.edu/campus-home/alexandria,2900 Eisenhower Ave.,Alexandria,22314,VA,US,5,118,"Stratford University is a private institution of higher learning. The student body is diverse, including recent high school graduates, working professionals, international students, and persons desiring to change their career fields. The mission of Stratford University is to prepare students for rewarding careers through quality educational programs that meet the changing needs of employers and the community. In order to meet this mission, the University offers a variety of certificate, diploma, associate’s, bachelor’s, and graduate programs in emerging and high employment demand fields.",{},f,f,23,f,1,f,27/10/19
127442,"Advanced Dermatology, P.C.",https://www.advanceddermatologypc.com/dermatologist-summit.html,52 De Forest Avenue,Summit,7901,NJ,US,8,181,"Advanced dermatology offers a variety of services that includes Fraxel, Botox, Ulthera, and more. We have 25 locations that are around Queens, Long Island, Bronx, New Jersey, and more.Advanced Dermatology, P.C. is a premier dermatology practice with locations throughout Long Island, Queens, Brooklyn, Manhattan, Westchester, and New Jersey. Our Roslyn Heights office serves Albertson, Garden City, Mineola, Old Westbury, North Hills, New Hyde Park, Port Washington, Manhasset, and other areas in Nassau County.",{},f,f,23,f,1,f,26/06/19
127438,"Advanced Dermatology, P.C.",https://www.advanceddermatologypc.com/dermatologist-brooklyn-heights.html,"142 Joralemon St., #4B",Brooklyn,11201,NY,US,8,181,"Advanced dermatology offers a variety of services that includes Fraxel, Botox, Ulthera, and more. We have 25 locations that are around Queens, Long Island, Bronx, New Jersey, and more.Advanced Dermatology, P.C. is a premier dermatology practice with locations throughout Long Island, Queens, Brooklyn, Manhattan, Westchester, and New Jersey. Our Roslyn Heights office serves Albertson, Garden City, Mineola, Old Westbury, North Hills, New Hyde Park, Port Washington, Manhasset, and other areas in Nassau County.",{},f,f,23,f,1,f,26/06/19
127427,"Advanced Dermatology, P.C.",https://www.advanceddermatologypc.com/dermatologist-great-neck-ny.html,"15 Barstow Rd, #1",Great Neck,11021,NY,US,8,181,"Advanced dermatology offers a variety of services that includes Fraxel, Botox, Ulthera, and more. We have 25 locations that are around Queens, Long Island, Bronx, New Jersey, and more.Advanced Dermatology, P.C. is a premier dermatology practice with locations throughout Long Island, Queens, Brooklyn, Manhattan, Westchester, and New Jersey. Our Roslyn Heights office serves Albertson, Garden City, Mineola, Old Westbury, North Hills, New Hyde Park, Port Washington, Manhasset, and other areas in Nassau County.",{},f,f,23,f,1,f,26/06/19
127425,"Advanced Dermatology, P.C.",https://www.advanceddermatologypc.com/dermatologist-east-setauket-ny-html.html,4 Technology Drive,East Setauket,11733,NY,US,8,181,"Advanced dermatology offers a variety of services that includes Fraxel, Botox, Ulthera, and more. We have 25 locations that are around Queens, Long Island, Bronx, New Jersey, and more.Advanced Dermatology, P.C. is a premier dermatology practice with locations throughout Long Island, Queens, Brooklyn, Manhattan, Westchester, and New Jersey. Our Roslyn Heights office serves Albertson, Garden City, Mineola, Old Westbury, North Hills, New Hyde Park, Port Washington, Manhasset, and other areas in Nassau County.",{},f,f,23,f,1,f,26/06/19
167776,Willliam Parrish Plumbing,http://www.williamparrishplumbing.com/home.html,1125 Little Gem Ln,Apex,27523,NC,US,9,251,"After more than three decades of servicing the greater Raleigh’s plumbing needs, we're proud to say William Parrish Plumbing Inc. is at your service day or night. We have experienced technicians on-call 24/7 because no one decides when they have a plumbing problem. From routine maintenance to burst pipes, we're here to help. 24/7 Service 919-763-7964","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,27/04/20
161550,Universal Air & Gas Products Corporation,https://uapc.com,1140 KINGWOOD AVE,Norfolk,23502,VA,US,19,1798,"Air & Gas Compression, vacuum or blower systems are supplied for standard or custom engineered applications. Distribution sales of industry leaders' products, including turnkey installation and aftermarket maintenance services. Custom products are engineered to application specific requirements and manufactured in-house. Application site reviews are offered at no charge, followed by detailed proposal. Certifications include DOT Certified Hydrotesting Center, ABS Certification and a GSA Contract. In addition, a full line of Electrostatic Precipitators are manufactured and sold to the indoor air quality control industry. Customer served include commercial, industrial, marine, military, municipal, manufacturing, PET, medical, energy, chemical and pharmaceutical to name a few.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,12,f,12/12/19
136270,Academy Mortgage - Meridian - Legacy,https://academymortgage.com/branch/legacymeridian,2845 East Overland Road Suite 160 & 170,Meridian,83642,ID,US,7,481,"Founded in 1988, Academy Mortgage is one of the nation's largest and most respected independent mortgage lenders. Academy's mission is to be 1st CHOICE in delivering the dream of sustainable home-ownership by inspiring hope and building prosperity in the lives of our Employees, Builders, Realtors, and the communities we serve.",{},f,f,23,f,1,f,27/04/20
166169,Concord Gutter Service,http://www.concordgutterservice.com/,1814 Liberty Ridge Road,Concord,28025,NC,US,9,447,"Concord Gutter Service is a family owned and operated business that provides residential and commercial gutter repair and installation services to customers in Cabarrus, Rowan and Mecklenburg Counties. Since 1986, we have completed over 10,000 jobs ranging from residential properties to commercial buildings.",{},f,f,23,f,12,f,27/11/19
116444,The Get Smart Group,http://www.thegetsmartgroup.com,80 S. Main St.,Angels Camp,95222,CA,US,13,544,"A Digital Marketing Agency specializing in at-home recreation and home improvement. When a consumer is ready to spend $5000 and $100,000+ on their home, we can help find them for your business. We embrace digital marketing and will show you results.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,12,f,30/12/19
119998,Ed's Heating Cooling Plumbing Electric,http://heatingandcoolingdayton.com/,4025 Gibson Dr,Tipp City,45371,OH,US,9,235,"Ed's Heating Cooling Plumbing Electric is recognized throughout the Dayton area as a leader in providing unmatched heating and cooling, plumbing and electrician services for both residential and commercial customers. Your comfort, safety, health and best interest are why we do business. We are a Bryant Factory Authorized Dealer, which means you get trained and certified professionals, who are licensed, bonded and insured. Our technicians are NATE certified by the North American Technician Excellence, factory trained, OSHA safety trained, background checked and drug-free.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,05/12/19
126896,Roxana Truck & Trailer Repair,https://www.roxanarepairs.com,24650 Sherwood Avenue,Center Line,48015,MI,US,3,83,"Complete Semi Truck & Trailer Repair, the mechanics at our shop have over 40 years of experience between them. They are dedicated to providing high-quality repairs to keep you safe and happy. Whether you're coming in for a routine inspection or need your truck and trailer repaired, we promise that you will be completely satisfied with our work. We're committed to providing a stress-free experience to both new and returning customers. Our shop only uses parts from reputable brands to ensure that your semi truck and trailer are always ready to drive.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,12,f,30/12/19
170789,Ottawa Contaminant Solutions,http://contaminantsolutions.com/,1-125 Pretoria Ave,Ottawa,K1S 1W8,ON,CA,9,1745,"Our mission is to provide you with intelligent and competitive environmental solutions for building contaminants. To help you understand and manage your obligations concerning the health and safety of workers, occupants, others, and the well-being of the environment. Integrity and honesty above all else. Providing cost-efficient and smart solutions tailored to our client’s specific environmental needs.",{Cash},f,f,23,t,1,f,23/12/19
137630,Legacy Orthodontics,https://www.legacyortho.com/,"540 Fort Evans Road NE, Suite 102",Leesburg,20176,VA,US,8,493,"The goal at legacy orthodontics is to create a legacy of beautiful smiles. Dr. Lombard and his staff provide exceptional state-of-the-art orthodontic care in a professional, friendly, and fun atmosphere. The legacy family genuinely cares about each of their patients and strives to make sure everyone feels comfortable and informed throughout their individual smile journey.",{},f,f,23,f,1,f,01/04/20
157335,Valley View Hospital,https://www.vvh.org/,1906 Blake Avenue,Glenwood Springs,81601,CO,US,8,206,"At Valley View, each staff member, physician and volunteer has taken the mission of patient-centered care to heart. Decisions are made with the primary consideration of doing what’s right for the patient and their families, creating a collaborative partnership between caregivers and patients.","{Visa,""American Express"",""Master Card""}",f,f,23,f,1,f,01/04/20
129746,Foundation Repair Maryland,http://www.4foundation-repair.com,9701 Apollo Dr Suite 100,Largo,20774,MD,US,11,485,The headache of large construction jobs can be so overwhelming at times. It's important to know that the contractors you hire are experienced and can give you an exact description of what will be required to complete the job. Foundation Repairs Maryland is in the position to do so. There are no commitments up front. Please don't hesitate to call us at 240-252-3119 so that we can stop by and look at the damage and go from there.,{},f,f,23,f,12,f,17/01/20
147625,Milwaukee Foot and Ankle Specialists,https://www.milwaukeefootspecialists.com/,10945 N Port Washington Rd,Mequon,53092,WI,US,8,196,"Our top-rated podiatrist in Mequon, WI at Milwaukee Foot and Ankle Specialists offer the latest in podiatry care using the most advanced technology. Our podiatrist in Mequon, WI has helped over 50,000 people live their lives pain-free through diagnostic ultrasound, ESWT: Shockwave Therapy, diabetic care, custom orthotics, sports medicine, and more. Although we are a podiatrist in Mequon, WI, our experienced team also services the surrounding cities including Milwaukee, Wauwatosa, Oak Creek & New Berlin, WI. Our board-certified podiatrist in Mequon, WI provide 5-star care with surgery as a last resort. For high-quality treatment from an experienced podiatrist in Mequon, WI, choose Milwaukee Foot and Ankle Specialists!",{},f,f,23,f,1,f,17/01/20
168114,Szechuan House,https://www.szechuanhouseprinceton.com/,2022 Nottingham Way,Trenton,8619,NJ,US,15,399,"True, authentic taste of Chinese food with Szechuan style in a finely decorated dining environment. We offer American Chinese food to cater to the tastes of local customers, we also proudly present authenticate classic and modern Szechuan cuisine from China.","{Visa,""American Express"",""Master Card""}",f,f,23,f,1,f,20/02/20
137629,Philadelphia Orthodontics,https://www.philadelphia-orthodontics.com/,1420 Walnut Street Suite 518,Philadelphia,19102,PA,US,8,493,"Our mission is to create beautiful smiles throughout Philadelphia and have our patients finish treatment with the confidence that only a proud smile can deliver. We promise to listen to your needs, examine your current oral status, review all treatment options and work tirelessly with you to achieve your treatment goals. Orthodontics is constantly changing to make treatment suitable for patients of all ages.",{},f,f,23,f,1,f,01/04/20
166432,All About The Junk,https://www.allaboutthejunk.us/,205 Garden Gate Ln,Annapolis,21403,MD,US,11,310,"When your home or yard is in need of a major clean-up, call the friendly professionals at All About The Junk. Our team will work to provide fast and affordable cleanouts and junk removal. Our team will work with you to accommodate your schedule and determine the best way to remove any unwanted items. Call today and ask about our 15% senior discount!",{Cash},f,f,23,f,1,f,27/04/20
120947,Beautopia Skin Studio,https://spahoustontexas.com,1240 Heights Blvd,Houston,77008,TX,US,4,115,"As a client of Beautopia Skin Studio, you will begin your journey towards a healthier and more youthful appearance by combining clinical grade treatments as well as a proper home maintenance programs and education.","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,05/02/20
114768,Edison Dental Care,https://edisondental.com/,"1907 Oak Tree Rd., Suite 204",Edison,8820,NJ,US,8,173,"We are proud to provide a state-of-the-art facility for the highest quality dental care available. It is one of our top priorities to protect the well-being of our valued patients. For this reason, our office meets and surpasses all OSHA (Occupational Safety and Health Administration) and CDC (Center for Disease Control) standards. We are confident that you will feel right at home in our office as we welcome all patients as if they were family. For more information, visit our website today.",{},f,f,23,f,1,f,03/01/19
114782,Healthy Pets Veterinary Care,https://healthypetsdoc.com/,5030 Champion Blvd G-9,Boca Raton,33496,FL,US,12,336,"Healthy Pets Veterinary Care is a full service veterinary hospital located proudly serving Boca Raton, Delray Beach and the surrounding areas. We provide the highest quality veterinary medicine and advocate for all your pet’s needs. Visit our website today to learn more about our services.",{},f,f,23,f,1,f,03/01/19
114788,Media Dental Care,https://mediadentalcare.com/,1003 W Baltimore Pike,Media,19063,PA,US,8,173,"We are a Cosmetic and Family Dentist located in Media, PA featuring a state-of-the-art dental office with most dental services under one roof. Call us today to schedule an appointment. We look forward to becoming your new dentist. For more information, visit our website.",{},f,f,23,f,1,f,03/01/19
150282,"Jenifer Duguay, The List With Jen Team RE/MAX",http://www.listwithjen.com/,1150 Clear Lake City Blvd,Houston,77062,TX,US,14,377,"The proof of quality service is in repeat customers and in customers who refer RE/MAX Associates to their friends. RE/MAX Sales Associates average 70 percent of their business from repeats and referrals, while other agents average about 30 percent from those sources.",{},f,f,23,f,1,f,30/05/19
114805,American Dental Care of New Jersey,https://myamericandentalcare.com/,531 US Highway 22 East,Whitehouse Station,8889,NJ,US,8,173,"At American Dental Care of New Jersey, we know the importance of a healthy smile. Our staff is committed to providing the utmost in professional dental treatment. We offer each patient a comfortable and relaxing experience because visiting the dentist should be a positive experience! We offer personalized dental care for patients in need of restorative, cosmetic, or emergency dentistry. For more information, visit our website.",{},f,f,23,f,1,f,03/01/19
136403,Academy Mortgage North Ogden,https://academymortgage.com/branch/northogden,2120 North 400 East Suite 103,Ogden,84414,UT,US,7,481,"Founded in 1988, Academy Mortgage is one of the nation's largest and most respected independent mortgage lenders. Academy's mission is to be 1st CHOICE in delivering the dream of sustainable home-ownership by inspiring hope and building prosperity in the lives of our Employees, Builders, Realtors, and the communities we serve.",{},f,f,23,f,1,f,27/04/20
150815,Good Earth Natural Alternative,http://goodearthfernie.ca/,601 2nd Avenue,Fernie,V0B 1M0,BC,CA,15,1774,"We are a 100% Canadian owned and managed business. We try to keep things as local as possible. Choosing to support other Canadian business where possible is one of our priorities. We continue to stay in touch with our community’s needs, restocking inventory and making special orders. We have been a health food store in Fernie BC for 20 years or more, and the past 10 years under the same management. Growing and learning, we are happy to help you live strong.",{},f,f,23,f,1,f,30/01/19
151092,Just In Time Lock And Key,https://www.justintimelockandkey.com,2217 7th Street,Port Neches,77651,TX,US,9,244,"Locally owned and operated licensed and bonded mobile locksmith company that provides fast and reliable automotive, residential, and commercial locksmith services at a reasonable price. Automotive locksmith services provided for almost all makes and models including automobiles that other locksmiths say can only be done by dealers like newer model Audi's, Volkswagen's, BMW's, Range Rovers, and Jaguar's . We also provide residential and commercial locksmith services no matter how big or small the job may be.","{Visa,""American Express"",""Master Card""}",f,f,23,f,1,f,27/04/20
151618,Skip's Auto Body & Towing,http://www.skipsautobody.com/,16975 Old Valley Pike,Edinburg,22824,VA,US,3,1759,"Welcome to Skip's Auto Body. We pride ourselves in offering the best auto body repair for your car, truck, van or other vehicle. Our auto body repairs are completed to manufacturer's specifications and we stand behind our work. We are located on Rt. 11 about a mile north of Edinburg, in the Shenandoah Valley of Virginia, next to the I-81 corridor.",{},f,f,23,f,1,f,30/01/19
116337,Young Scholars Circle,https://www.youngscholarscircle.com/,"8221 Old Courthouse Road, Suite 106",Vienna,22182,VA,US,5,121,"""We are a team of licensed teachers and curriculum designers, dedicated to helping students prepare for entrance tests, and enhance their academic and study skills. Young Scholars Circle teachers are highly qualified. Our teachers have conducted workshops and presentations, at various conferences and seminars, here and abroad""","{Visa,""American Express"",""Master Card"",Cash}",f,f,23,f,1,f,14/01/19
